node_id,lat,lon,out_degree,in_degree
227,57.125,94.875,16,12
228,57.125,96.875,37,26
229,57.125,98.875,16,13
230,57.125,100.875,32,20
231,57.125,102.875,7,1
232,57.125,104.875,16,9
233,57.125,106.875,37,31
234,57.125,108.875,3,10
235,57.125,110.875,4,6
236,57.125,112.875,0,0
237,57.125,114.875,0,0
238,57.125,116.875,0,0
239,57.125,118.875,6,2
240,57.125,120.875,11,15
241,57.125,122.875,21,16
242,57.125,124.875,8,6
243,57.125,126.875,1,2
244,57.125,128.875,0,1
245,57.125,130.875,0,0
246,57.125,132.875,0,0
247,57.125,134.875,0,0
248,57.125,136.875,0,0
249,57.125,138.875,0,0
250,57.125,140.875,0,0
251,57.125,142.875,0,0
252,57.125,144.875,0,0
253,57.125,146.875,0,0
254,57.125,148.875,0,0
255,57.125,150.875,0,1
256,57.125,152.875,1,0
257,57.125,154.875,0,0
258,57.125,156.875,0,0
259,57.125,158.875,0,1
260,57.125,160.875,0,3
261,57.125,162.875,0,18
262,57.125,164.875,20,70
263,57.125,166.875,17,62
264,57.125,168.875,32,74
265,57.125,170.875,4,53
266,57.125,172.875,32,85
267,57.125,174.875,35,126
268,57.125,176.875,35,80
269,57.125,178.875,21,56
270,57.125,180.875,44,94
271,57.125,182.875,62,107
272,57.125,184.875,19,55
273,57.125,186.875,33,71
274,57.125,188.875,36,103
275,57.125,190.875,37,106
276,57.125,192.875,139,241
277,57.125,194.875,78,137
278,57.125,196.875,19,48
279,57.125,198.875,36,86
280,57.125,200.875,34,81
281,57.125,202.875,21,70
282,57.125,204.875,23,78
283,57.125,206.875,33,77
284,57.125,208.875,158,223
285,57.125,210.875,348,416
286,57.125,212.875,210,247
287,57.125,214.875,62,85
288,57.125,216.875,151,203
289,57.125,218.875,136,210
290,57.125,220.875,50,111
291,57.125,222.875,42,82
292,57.125,224.875,22,50
293,57.125,226.875,4,15
294,57.125,228.875,18,23
295,57.125,230.875,23,38
296,57.125,232.875,53,62
297,57.125,234.875,39,36
298,57.125,236.875,148,110
299,57.125,238.875,111,90
300,57.125,240.875,86,59
301,57.125,242.875,81,67
302,57.125,244.875,134,91
303,57.125,246.875,207,163
304,57.125,248.875,80,88
305,57.125,250.875,177,143
306,57.125,252.875,94,91
307,57.125,254.875,122,135
308,57.125,256.875,182,184
309,57.125,258.875,99,83
310,57.125,260.875,149,95
311,57.125,262.875,166,124
312,57.125,264.875,133,107
313,57.125,266.875,78,51
314,57.125,268.875,66,47
315,57.125,270.875,29,27
316,57.125,272.875,4,5
317,57.125,274.875,4,20
318,57.125,276.875,8,33
319,57.125,278.875,1,19
320,57.125,280.875,0,16
321,57.125,282.875,2,19
322,57.125,284.875,75,107
323,57.125,286.875,121,248
324,57.125,288.875,8,44
325,57.125,290.875,5,41
326,57.125,292.875,19,50
327,57.125,294.875,7,46
328,57.125,296.875,0,22
329,57.125,298.875,3,50
330,57.125,300.875,4,53
331,57.125,302.875,11,50
332,57.125,304.875,79,162
333,57.125,306.875,89,204
334,57.125,308.875,150,263
335,57.125,310.875,107,217
336,57.125,312.875,38,103
337,57.125,314.875,175,275
338,57.125,316.875,480,496
339,57.125,318.875,167,220
340,57.125,320.875,580,567
341,57.125,322.875,248,281
342,57.125,324.875,297,340
343,57.125,326.875,425,408
344,57.125,328.875,127,135
345,57.125,330.875,169,200
346,57.125,332.875,126,164
347,57.125,334.875,256,279
348,57.125,336.875,103,188
349,57.125,338.875,210,183
350,57.125,340.875,141,128
351,57.125,342.875,125,177
352,57.125,344.875,148,157
353,57.125,346.875,105,119
354,57.125,348.875,111,128
355,57.125,350.875,52,83
356,57.125,352.875,26,50
357,57.125,354.875,19,34
358,57.125,356.875,46,58
359,57.125,358.875,18,28
360,55.125,0.875,100,109
361,55.125,2.875,29,37
362,55.125,4.875,38,43
363,55.125,6.875,32,12
364,55.125,8.875,48,12
365,55.125,10.875,56,18
366,55.125,12.875,22,15
367,55.125,14.875,34,21
368,55.125,16.875,63,32
369,55.125,18.875,29,9
370,55.125,20.875,41,34
371,55.125,22.875,33,48
372,55.125,24.875,19,18
373,55.125,26.875,39,20
374,55.125,28.875,47,34
375,55.125,30.875,20,13
376,55.125,32.875,163,154
377,55.125,34.875,84,95
378,55.125,36.875,97,86
379,55.125,38.875,36,19
380,55.125,40.875,25,13
381,55.125,42.875,27,25
382,55.125,44.875,50,36
383,55.125,46.875,20,21
384,55.125,48.875,52,54
385,55.125,50.875,27,29
386,55.125,52.875,46,38
387,55.125,54.875,44,49
388,55.125,56.875,14,14
389,55.125,58.875,7,5
390,55.125,60.875,18,12
391,55.125,62.875,51,58
392,55.125,64.875,58,54
393,55.125,66.875,44,35
394,55.125,68.875,48,35
395,55.125,70.875,61,64
396,55.125,72.875,89,93
397,55.125,74.875,64,74
398,55.125,76.875,43,58
399,55.125,78.875,16,15
400,55.125,80.875,40,41
401,55.125,82.875,42,57
402,55.125,84.875,29,35
403,55.125,86.875,20,28
404,55.125,88.875,16,33
405,55.125,90.875,19,17
406,55.125,92.875,9,4
407,55.125,94.875,15,10
408,55.125,96.875,11,16
409,55.125,98.875,34,24
410,55.125,100.875,19,6
411,55.125,102.875,7,0
412,55.125,104.875,6,16
413,55.125,106.875,25,19
414,55.125,108.875,10,25
415,55.125,110.875,6,13
416,55.125,112.875,35,12
417,55.125,114.875,77,22
418,55.125,116.875,16,2
419,55.125,118.875,34,19
420,55.125,120.875,15,6
421,55.125,122.875,13,15
422,55.125,124.875,3,4
423,55.125,126.875,0,1
424,55.125,128.875,0,0
425,55.125,130.875,0,0
426,55.125,132.875,0,0
427,55.125,134.875,0,0
428,55.125,136.875,0,0
429,55.125,138.875,0,0
430,55.125,140.875,0,0
